,Metric,Current_Comuna,Region,Codigo_region,Comuna,Codigo_comuna,Poblacion,Casos_incrementales,Casos_nuevos,Superficie_km2,IM_interno,IM_externo,IM,Fallecidos_totales,Fallecidos_nuevos,Positividad,Dosis_unica,Primera_dosis,Segunda_dosis,Tercera_dosis,Cuarta_dosis
1480,min_date,Talcahuano,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1481,max_date,Talcahuano,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1482,n_unique_vals,Tirua,1,1,1,1,,,,,,,,,,,,,,,
1483,total_samples,Tirua,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1484,non-nan_samples,Tirua,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1485,missing_samples,Tirua,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1486,min_date,Tirua,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1487,max_date,Tirua,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1488,n_unique_vals,Tome,1,1,1,1,,,,,,,,,,,,,,,
1489,total_samples,Tome,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1490,non-nan_samples,Tome,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1491,missing_samples,Tome,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1492,min_date,Tome,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1493,max_date,Tome,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1494,n_unique_vals,Tucapel,1,1,1,1,,,,,,,,,,,,,,,
1495,total_samples,Tucapel,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1496,non-nan_samples,Tucapel,899,899,899,899,899,249,249,899,384,384,384,226,226,103,596,596,596,596,596
1497,missing_samples,Tucapel,0,0,0,0,0,650,650,0,515,515,515,673,673,796,303,303,303,303,303
1498,min_date,Tucapel,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1499,max_date,Tucapel,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1500,n_unique_vals,Yumbel,1,1,1,1,,,,,,,,,,,,,,,
1501,total_samples,Yumbel,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1502,non-nan_samples,Yumbel,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1503,missing_samples,Yumbel,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1504,min_date,Yumbel,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1505,max_date,Yumbel,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1506,n_unique_vals,Angol,1,1,1,1,,,,,,,,,,,,,,,
1507,total_samples,Angol,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1508,non-nan_samples,Angol,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1509,missing_samples,Angol,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1510,min_date,Angol,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1511,max_date,Angol,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1512,n_unique_vals,Carahue,1,1,1,1,,,,,,,,,,,,,,,
1513,total_samples,Carahue,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1514,non-nan_samples,Carahue,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1515,missing_samples,Carahue,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1516,min_date,Carahue,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1517,max_date,Carahue,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1518,n_unique_vals,Cholchol,1,1,1,1,,,,,,,,,,,,,,,
1519,total_samples,Cholchol,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1520,non-nan_samples,Cholchol,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1521,missing_samples,Cholchol,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1522,min_date,Cholchol,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1523,max_date,Cholchol,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1524,n_unique_vals,Collipulli,1,1,1,1,,,,,,,,,,,,,,,
1525,total_samples,Collipulli,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1526,non-nan_samples,Collipulli,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1527,missing_samples,Collipulli,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1528,min_date,Collipulli,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1529,max_date,Collipulli,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1530,n_unique_vals,Cunco,1,1,1,1,,,,,,,,,,,,,,,
1531,total_samples,Cunco,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1532,non-nan_samples,Cunco,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1533,missing_samples,Cunco,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1534,min_date,Cunco,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1535,max_date,Cunco,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1536,n_unique_vals,Curacautin,1,1,1,1,,,,,,,,,,,,,,,
1537,total_samples,Curacautin,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1538,non-nan_samples,Curacautin,899,899,899,899,899,250,250,899,384,384,384,226,226,102,596,596,596,596,596
1539,missing_samples,Curacautin,0,0,0,0,0,649,649,0,515,515,515,673,673,797,303,303,303,303,303
1540,min_date,Curacautin,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1541,max_date,Curacautin,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1542,n_unique_vals,Curarrehue,1,1,1,1,,,,,,,,,,,,,,,
1543,total_samples,Curarrehue,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1544,non-nan_samples,Curarrehue,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1545,missing_samples,Curarrehue,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1546,min_date,Curarrehue,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1547,max_date,Curarrehue,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1548,n_unique_vals,Ercilla,1,1,1,1,,,,,,,,,,,,,,,
1549,total_samples,Ercilla,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1550,non-nan_samples,Ercilla,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1551,missing_samples,Ercilla,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1552,min_date,Ercilla,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1553,max_date,Ercilla,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1554,n_unique_vals,Freire,1,1,1,1,,,,,,,,,,,,,,,
1555,total_samples,Freire,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1556,non-nan_samples,Freire,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1557,missing_samples,Freire,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1558,min_date,Freire,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1559,max_date,Freire,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1560,n_unique_vals,Galvarino,1,1,1,1,,,,,,,,,,,,,,,
1561,total_samples,Galvarino,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1562,non-nan_samples,Galvarino,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1563,missing_samples,Galvarino,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1564,min_date,Galvarino,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1565,max_date,Galvarino,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1566,n_unique_vals,Gorbea,1,1,1,1,,,,,,,,,,,,,,,
1567,total_samples,Gorbea,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1568,non-nan_samples,Gorbea,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1569,missing_samples,Gorbea,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1570,min_date,Gorbea,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1571,max_date,Gorbea,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1572,n_unique_vals,Lautaro,1,1,1,1,,,,,,,,,,,,,,,
1573,total_samples,Lautaro,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1574,non-nan_samples,Lautaro,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1575,missing_samples,Lautaro,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1576,min_date,Lautaro,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1577,max_date,Lautaro,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1578,n_unique_vals,Loncoche,1,1,1,1,,,,,,,,,,,,,,,
1579,total_samples,Loncoche,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1580,non-nan_samples,Loncoche,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1581,missing_samples,Loncoche,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1582,min_date,Loncoche,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1583,max_date,Loncoche,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1584,n_unique_vals,Lonquimay,1,1,1,1,,,,,,,,,,,,,,,
1585,total_samples,Lonquimay,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1586,non-nan_samples,Lonquimay,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1587,missing_samples,Lonquimay,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
1588,min_date,Lonquimay,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-02-26 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,2020-08-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00,2020-12-24 00:00:00
1589,max_date,Lonquimay,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2021-03-28 00:00:00,2022-08-12 00:00:00,2022-08-12 00:00:00,2022-08-09 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00,2022-08-11 00:00:00
1590,n_unique_vals,Los Sauces,1,1,1,1,,,,,,,,,,,,,,,
1591,total_samples,Los Sauces,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899,899
1592,non-nan_samples,Los Sauces,899,899,899,899,899,250,250,899,384,384,384,226,226,103,596,596,596,596,596
1593,missing_samples,Los Sauces,0,0,0,0,0,649,649,0,515,515,515,673,673,796,303,303,303,303,303
